시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
퀸스타운 애견펜션,반려동물업,반려동반여행,펜션,경기도,양평군,단월면,석산리,150-4 번지,석산로,1539-10 번,37.64653114,127.615046,12525.0,경기도 양평군 단월면 석산로 1539-10,경기도 양평군 단월면 석산리 150-4,0507-1322-5618,http://queenstown.co.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,9kg 미만,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
크리스마스펜션,반려동물업,반려동반여행,펜션,강원도,고성군,토성면,천진리,124 번지,천진해변길,62 번,38.2609612,128.558678,24764.0,강원도 고성군 토성면 천진해변길 62,강원도 고성군 토성면 천진리 124,050-5765-0430,http://www.christmaspension.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,"입질, 공격성 있는 경우 입장 제한",Y,Y,애견 동반 펜션,"30,000원",2022-11-30
큰엉해안경승지,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,남원읍,남원리,2379-3 번지,태위로,522-17 번,33.27334982,126.703712,63620.0,제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3,064-760-4181,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
클래식펜션,반려동물업,반려동반여행,펜션,강원도,평창군,봉평면,유포리,5-1 번지,금당계곡로,1837-37 번,37.56081733,128.396588,25311.0,강원도 평창군 봉평면 금당계곡로 1837-37,강원도 평창군 봉평면 유포리 5-1,033-333-1999,http://www.classicps.com/,연중무휴,매일 14:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,"10,000원",2022-11-30
클럽더독스,반려동물업,반려동반여행,펜션,경기도,양평군,옥천면,아신리,545-1 번지,당곡길,42-18 번,37.51572122,127.436634,12508.0,경기도 양평군 옥천면 당곡길 42-18,경기도 양평군 옥천면 아신리 545-1,070-8249-7289,http://cafe.naver.com/clubthedogs,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,"애견 동반 펜션, 애견카페","10,000원",2022-11-30
타임펜션,반려동물업,반려동반여행,펜션,강원도,평창군,봉평면,유포리,75-1 번지,금당계곡로,1745 번,37.55030477,128.392743,25311.0,강원도 평창군 봉평면 금당계곡로 1745,강원도 평창군 봉평면 유포리 75-1,033-333-7002,http://www.thymepension.com/,정보없음,정보없음,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,펜션,없음,2022-11-30
탄금대,반려동물업,반려동반여행,여행지,충청북도,충주시,칠금동,,1-1 번지,탄금대안길,105 번,36.98825149,127.898292,27440.0,충청북도 충주시 탄금대안길 105,충청북도 충주시 칠금동 산 1-1,043-848-2246,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=1&searchCondition=%ED%83%84%EA%B8%88%EB%8C%80&searchCondition2=&ccbaKdcd=15&ccbaAsno=00420000&ccbaCtcd=33&ccbaCpno=1353300420000&ccbaCndt=&ccbaLcto=&stCcbaAsdt=&endCcbaAsdt=&header=view&returnUrl=%2Fheri%2Fcul%2FculSelectViewList.do&pageNo=1_1_1_0&p=multiSch&sortType=&sortOrd=&sngl=Y&s_kdcdArr=00&s_ctcdArr=00&ccbaPcd1Arr=99&ccbaGcodeArr=00,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
탄도항,반려동물업,반려동반여행,여행지,경기도,안산시 단원구,선감동,,717-5 번지,,,37.19309112,126.64563,,,경기도 안산시 단원구 선감동 717-5,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
탑정호 수변생태공원,반려동물업,반려동반여행,여행지,충청남도,논산시,부적면,충곡리,287-8 번지,부적로,721-10 번,36.19124895,127.172784,32916.0,충청남도 논산시 부적면 부적로 721-10,충청남도 논산시 부적면 충곡리 287-8,,http://www.nonsan.go.kr/tour/html/sub02/020401.html,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
태안빛축제,반려동물업,반려동반여행,여행지,충청남도,태안군,남면,신온리,168-3 번지,마검포길,200 번,36.61514987,126.299884,32158.0,충청남도 태안군 남면 마검포길 200,충청남도 태안군 남면 신온리 168-3,041-675-9200,http://www.ffestival.co.kr,연중무휴,매일 18:30~22:30,Y,9000원,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
태양은가득히 펜션,반려동물업,반려동반여행,펜션,충청남도,태안군,안면읍,창기리,1362-5 번지,삼봉길,112 번,36.57050812,126.324063,32162.0,충청남도 태안군 안면읍 삼봉길 112,충청남도 태안군 안면읍 창기리 1362-5,,http://xn--o39a31o4xkqheuncx4x6qeqnj.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형/중형,맹견류 입장 불가,Y,Y,"애견 동반 펜션, 애견카페",없음,2022-11-30
태종대유원지,반려동물업,반려동반여행,여행지,부산광역시,영도구,동삼동,,산 19-2 번지,전망로,24 번,35.05969496,129.079806,49127.0,부산광역시 영도구 전망로 24,부산광역시 영도구 동삼동 산 19-2,051-405-8745,http://taejongdae.bisco.or.kr/,연중무휴,매일 04:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
태화강 국가정원십리대숲,반려동물업,반려동반여행,여행지,울산광역시,중구,태화동,,,,,35.55654214,129.304482,44432.0,,울산광역시 중구 태화동,052-229-7583,https://www.ulsan.go.kr/s/garden/bbs/view.ulsan?bbsId=BBS_0000000000000165&mId=001002001000000000&dataId=27102,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
태화강둔치,반려동물업,반려동반여행,여행지,울산광역시,중구,태화동,,800 번지,,,35.55152921,129.286037,44432.0,,울산광역시 중구 태화동 800,052-290-4420,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
토마토 애견동반펜션,반려동물업,반려동반여행,펜션,인천광역시,강화군,화도면,장화리,283-5 번지,해안남로,2506 번,37.62660724,126.37904,23061.0,인천광역시 강화군 화도면 해안남로 2506,인천광역시 강화군 화도면 장화리 283-5,050-5765-0679,http://tomatops.kr,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,5kg 미만,"반려견 수영장 입수 불가 , 애견용품 개별준비",Y,Y,"애견 동반 펜션, 사전문의 필수","20,000원",2022-11-30
토성공원,반려동물업,반려동반여행,여행지,충청남도,부여군,규암면,외리,66-4 번지,,,36.26242075,126.888796,33126.0,,충청남도 부여군 규암면 외리 66-4,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
토실이네,반려동물업,반려동반여행,펜션,경기도,남양주시,진접읍,부평리,262 번지,광릉수목원로186번길,49 번,37.75057553,127.189115,12001.0,경기도 남양주시 진접읍 광릉수목원로186번길 49,경기도 남양주시 진접읍 부평리 262,,https://blog.naver.com/tosil-house,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,15kg 이하,"강아지만 입실 가능, 객실당 최대 6마리",Y,Y,"애견 동반 펜션, 사전문의 필수","15,000원",2022-11-30
토종흑염소목장 남원본점,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,남원읍,한남리,18 번지,서성로,544-97 번,33.31748682,126.659681,63614.0,제주특별자치도 서귀포시 남원읍 서성로 544-97,제주특별자치도 서귀포시 남원읍 한남리 산 18,0507-1329-5099,https://jejublackgoat.modoo.at/?link=3kexgbnd,연중무휴,매일 09:00~17:00,Y,8000원,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
톱머리해수욕장,반려동물업,반려동반여행,여행지,전라남도,무안군,,피서리,,,,34.98658377,126.38728,,,전라남도 무안군 망운면 피서리,061-454-4900,https://www.muan.go.kr/?main=true,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
통나무꾸메푸메펜션,반려동물업,반려동반여행,펜션,경상남도,통영시,산양읍,신전리,25 번지,논아랫개길,134-44 번,34.78220761,128.430979,53086.0,경상남도 통영시 산양읍 논아랫개길 134-44,경상남도 통영시 산양읍 신전리 25,0507-1322-7614,http://www.kumepume.co.kr/,연중무휴,매일 14:00~11:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,펜션,없음,2022-11-30
통영여행게스트펜션,반려동물업,반려동반여행,펜션,경상남도,통영시,산양읍,영운리,8-11 번지,수륙길,6 번,34.82197082,128.439716,53085.0,경상남도 통영시 산양읍 수륙길 6,경상남도 통영시 산양읍 영운리 8-11,055-645-0660,http://guestpension.net/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
통영케이블카,반려동물업,반려동반여행,여행지,경상남도,통영시,도남동,,349-1 번지,발개로,205 번,34.82664863,128.425127,53075.0,경상남도 통영시 발개로 205,경상남도 통영시 도남동 349-1,1544-3303,http://cablecar.ttdc.kr/,"2, 4째주 월요일","일~금 10:00~16:00, 토 10:00~16:30, 법정공휴일 10:00~16:30",Y,10500원,Y,해당없음,소형/중형,케이지 이용,N,Y,관광지,없음,2022-11-30
통영RCE세자트라숲,반려동물업,반려동반여행,여행지,경상남도,통영시,용남면,화삼리,202 번지,용남해안로,116 번,34.84913224,128.447858,53029.0,경상남도 통영시 용남면 용남해안로 116,경상남도 통영시 용남면 화삼리 202,055-650-7400,https://rce.or.kr/main/main.php,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
통인1939,반려동물업,반려동반여행,펜션,서울특별시,종로구,통인동,,147-5 번지,자하문로,33-7 번,37.57897275,126.970957,3040.0,서울특별시 종로구 자하문로 33-7,서울특별시 종로구 통인동 147-5,0507-1348-3282,https://blog.naver.com/tongin1939,연중무휴,매일 15:00~12:00,Y,변동,Y,해당없음,소형,"털빠짐 심한 경우 입장 불가, 애견용품 개별준비",Y,Y,애견 동반 펜션,없음,2022-11-30
통통게스트하우스,반려동물업,반려동반여행,펜션,경상남도,거제시,문동동,,343-6 번지,문동4길,51 번,34.86148256,128.652969,53297.0,경상남도 거제시 문동4길 51,경상남도 거제시 문동동 343-6,055-635-9998,https://blog.naver.com/seungsmu,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수",없음,2022-11-30
투게독 펜션,반려동물업,반려동반여행,펜션,경상남도,남해군,설천면,진목리,65 번지,설천로332번길,87-36 번,34.89110312,127.917815,52402.0,경상남도 남해군 설천면 설천로332번길 87-36,경상남도 남해군 설천면 진목리 65,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=66c9ddfe-7b35-4803-b14c-c7b58ab6a06d,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,소형/중형,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","20,000원",2022-11-30
트리하우스 펜션,반려동물업,반려동반여행,펜션,경기도,가평군,상면,행현리,375-3 번지,수목원로,181-16 번,37.76211285,127.363964,12448.0,경기도 가평군 상면 수목원로 181-16,경기도 가평군 상면 행현리 375-3,0507-1340-2573,https://treehousegp.imweb.me/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형/중형,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
파도소리길,반려동물업,반려동반여행,여행지,경상북도,경주시,,읍천리,,,,35.69013831,129.467215,,,경상북도 경주시 양남면 읍천리,054-779-6083,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
파레사 애견풀빌라,반려동물업,반려동반여행,펜션,경상남도,남해군,창선면,지족리,91-1 번지,동부대로,1974-37 번,34.83761379,128.008462,52452.0,경상남도 남해군 창선면 동부대로 1974-37,경상남도 남해군 창선면 지족리 91-1,,http://www.paresa.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,15kg 이하,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","20,000원",2022-11-30
파로호꽃섬,반려동물업,반려동반여행,여행지,강원도,양구군,양구읍,하리,570-1 번지,,,38.11469506,127.984782,24522.0,,강원도 양구군 양구읍 하리 570-1,033-480-7204,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
파인하우스,반려동물업,반려동반여행,펜션,충청남도,태안군,안면읍,승언리,1317-2 번지,방포항길,64 번,36.50444988,126.335457,32166.0,충청남도 태안군 안면읍 방포항길 64,충청남도 태안군 안면읍 승언리 1317-2,041-673-4343,정보없음,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,애견 동반 펜션,없음,2022-11-30
파인힐 애견펜션,반려동물업,반려동반여행,펜션,강원도,강릉시,연곡면,방내리,180-1 번지,동해대로,4371-27 번,37.86920213,128.831634,25428.0,강원도 강릉시 연곡면 동해대로 4371-27,강원도 강릉시 연곡면 방내리 180-1,0507-1310-7258,http://pineheal.coja.kr,연중무휴,매일 03:00~11:00,Y,변동,Y,해당없음,모두 가능,"입질, 공격성 있는 경우 입장 제한, 애견샤워 금지",Y,Y,애견 동반 펜션,없음,2022-11-30
파트라슈,반려동물업,반려동반여행,펜션,경기도,가평군,상면,행현리,166-3 번지,축령로70번길,53 번,37.77811236,127.36201,12448.0,경기도 가평군 상면 축령로70번길 53,경기도 가평군 상면 행현리 166-3,031-584-6640,http://partrasue.kr/main1.php,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,객실당 최대 4마리,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
팔각정공원,반려동물업,반려동반여행,여행지,충청북도,청주시 상당구,금천동,,330 번지,,,36.62627076,127.513111,,,충청북도 청주시 상당구 금천동 330,043-201-4410,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
팔공산케이블카,반려동물업,반려동반여행,여행지,대구광역시,동구,용수동,,72 번지,팔공산로185길,51 번,35.99088706,128.694835,41007.0,대구광역시 동구 팔공산로185길 51,대구광역시 동구 용수동 산 72,053-982-8801,http://www.palgongcablecar.com/,매주 월요일,"화~금 09:30~18:20, 금~토 09:30~18:40",Y,12000원,Y,해당없음,소형,"목줄, 안기, 탑승 시 케이지 이용",N,Y,관광지,없음,2022-11-30
팔당물안개공원,반려동물업,반려동반여행,여행지,경기도,광주시,남종면,귀여리,596 번지,,,37.51029917,127.314443,,,경기도 광주시 남종면 귀여리 596,031-762-1039,정보없음,연중무휴,"매일 하절기 05:00~20:00, 동절기 07:00~18:00",Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
팔룡산돌탑입구공원,반려동물업,반려동반여행,여행지,경상남도,창원시 마산회원구,양덕동,,58 번지,,,35.22751188,128.592363,,,경상남도 창원시 마산회원구 양덕동 산 58,055-225-6992,http://culture.changwon.go.kr/index.changwon?contentId=130&bbsId=BBSMSTR_000000000031&nttId=267&menuNo=11030000&upperMenuId=11000000,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형,제한사항 없음,N,Y,공원,없음,2022-11-30
팔봉서원,반려동물업,반려동반여행,여행지,충청북도,충주시,대소원면,문주리,74-1 번지,팔봉안길,11-6 번,36.90108098,127.922759,27474.0,충청북도 충주시 대소원면 팔봉안길 11-6,충청북도 충주시 대소원면 문주리 74-1,043-842-0531,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형,목줄,N,Y,관광지,없음,2022-11-30
팜카밀레,반려동물업,반려동반여행,여행지,충청남도,태안군,남면,몽산리,967 번지,우운길,56-19 번,36.68789463,126.282421,32152.0,충청남도 태안군 남면 우운길 56-19,충청남도 태안군 남면 몽산리 967,041-675-3636,http://kamille.co.kr/,연중무휴,"매일 하절기 09:00~18:00, 동절기 09:00~17:00",Y,6000원,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
